show_name,parent_category,middle_category,child_category,address,tel,google_url
よこや,飲食,居酒屋,居酒屋,渋谷区幡ヶ谷2-1-5弓ビルB1F,03-3379-6388,
吉崎食堂,飲食,居酒屋,居酒屋,渋谷区恵比寿南T.ナカムラビルB1,03-5704-8867,
夜ノ森 恵比寿,飲食,居酒屋,居酒屋,渋谷区東1丁目27-5シンエイ東ビル1F,03-3400-0234,
よもきち商店,飲食,日本料理,日本料理,渋谷区代々木田尻ビル1F,03-6276-8189,
代々木上原 方程式,飲食,日本料理,寿司,渋谷区西原3-4-5アミティ代々木上原2F,03-6804-8929,
代々木　ウミドリ,飲食,居酒屋,居酒屋,渋谷区千駄ヶ谷5-20-10ほぼ新宿のれん街倉庫別館E区画,03-6274-8545,
代々木苑,飲食,ステーキ・焼肉,焼肉,渋谷区富ヶ谷1-52-2石橋ビル2階,03-3469-2941,
代々木酒場,飲食,居酒屋,居酒屋,渋谷区千駄ヶ谷4-29-12107,03-3470-5178,
代々木鳥松,飲食,居酒屋,居酒屋,渋谷区代々木1-42-7ハナモパレス1F,03-6383-3698,
代々木八幡日本料理かぶら,飲食,日本料理,日本料理,渋谷区富ヶ谷1-3-13マキビル1F,090-3598-0586,
代々木八幡 BISTRO NONKI,飲食,外国料理,イタリア料理,渋谷区富ヶ谷1-3-16クレッシェンド代々木公園ビル101号室,03-6407-0708,https://next-gf.com/store/
代々木バル,飲食,居酒屋,居酒屋,渋谷区代々木1-37-3早川ビル2階,03-6383-3664,
代々木parabola,飲食,外国料理,イタリア料理,渋谷区代々木1-14-5和田ハイツ105,03-6276-0650,
ヨヨナム,飲食,外国料理,東南アジア料理,渋谷区代々木5丁目66-4,03-6407-1545,
418KAMIYAMA,飲食,外国料理,その他,渋谷区神山町4-18セレンディピティ1階,03-5790-9901,http://www.418kamiyama.com
ライオンシェア,飲食,外国料理,インド料理,渋谷区代々木3-1-7ライオンズマンション代々木,03-3320-9020,
Life son,飲食,外国料理,イタリア料理,渋谷区代々木4-5-13レインボービル1階,03-6276-1115,
ripen,飲食,外国料理,フランス料理,渋谷区西原2-32-11パァクサクラハウス102,03-4500-0350,
ラウンジバー檸檬,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区代々木2-23-1ニューステイトメナー123,03-6383-4533,
LaCave,飲食,その他(バー・クラブ・スナックなど),その他,渋谷区西原1-50-8Grandstory代々木上原B1F,03-6451-5566,
楽酒屋ごえん代々木上原店,飲食,居酒屋,居酒屋,渋谷区上原2-48-11ハニハラビル1F,03-3485-7622,
楽食楽酒まこと,飲食,居酒屋,居酒屋,渋谷区本町3-21-6パレスK&K1F,03-6276-8266,
LUG HATAGAYA,飲食,喫茶店・カフェ,喫茶店・カフェ,,03-6300-4616,
RACCOS　BAR,飲食,居酒屋,居酒屋,渋谷区幡ヶ谷1丁目7佐藤ビル1階,03-3320-3883,
ラコッコラ,飲食,外国料理,イタリア料理,渋谷区神宮前3-42-3林ビル2階,03-6804-5772,
RAJA,飲食,外国料理,インド料理,渋谷区代々木4-2-8ピースビル1階,03-5351-0833,
ラストオーダーバー,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区本町6-10-1YKステージ 101,090-8840-9014,
Lasebiラセビ,飲食,居酒屋,居酒屋,渋谷区西原3丁目17番4号星と月と空とビル101,080-2049-9294,
らせら,飲食,居酒屋,居酒屋,渋谷区道玄坂1-20-12地下1階MT道玄坂ビル,03-3770-7522,
LATURE French Restaurant,飲食,外国料理,フランス料理,渋谷区渋谷2丁目2番2号青山ルカビルB1F,03-6450-5297,
ラチュレ　レストラン,飲食,外国料理,フランス料理,渋谷区渋谷2丁目2番2号青山ルカビル2F,03-6450-6623,
LATTEST SENDAGAYA,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区千駄ヶ谷3-16-9,03-5539-8594,
ラ・テッラ,飲食,外国料理,イタリア料理,渋谷区恵比寿西二丁目17番5号サンビレッジ代官山　地下1階,03-6416-3120,
LaLaChai,飲食,外国料理,東南アジア料理,渋谷区幡ヶ谷2-18-4カナデール幡ヶ谷1F,03-6383-4431,
ララ・リボン,飲食,その他(バー・クラブ・スナックなど),カフェバー,渋谷区東3-24-14エクセルハイム恵比寿1階,03-5469-3334,
Laundry,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区本町6-37-10,090-5200-6752,https://www.instagram.com/laundry_koffiehuis/
ラーイマーイ千駄ヶ谷キッチン,飲食,外国料理,その他,渋谷区千駄ヶ谷3-37-6,03-3470-4538,
ラーメン・つけ麺・桜ん坊,飲食,居酒屋,居酒屋,渋谷区桜丘町16-8アトラス桜丘ビル,03-3463-0123,
りあん,飲食,日本料理,ラーメン,渋谷区笹塚2-19-3大成ビル,090-1660-8489,
ricocurryキッチンカー,飲食,喫茶店・カフェ,その他,渋谷区千駄ヶ谷3-8-14-1階,090-5260-5208,
ricopua,飲食,喫茶店・カフェ,その他,渋谷区千駄ヶ谷3-8-14-1階,090-5260-5208,
rico間借り,飲食,喫茶店・カフェ,その他,渋谷区神宮前 2-23-4 1F,090-5260-5208,
リストランテマッサ,飲食,外国料理,イタリア料理,渋谷区恵比寿1-23-22小林鉄工ビル1F,03-5793-3175,
ＲＥＩＳＭ　ＳＴＡＮＤ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区鶯谷町6-6グリーンハイツ鶯谷2F,03-6861-6670,
リズラボキッチン,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区神宮前4-15-2,090-7482-3521,
リゾットカフェ東京基地　渋谷店,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区宇田川町28-1高山ランド第15ビル7F,03-3770-8960,http://www.1or8-kichi.com
リトルケイブ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区代々木2-6-8新宿exビル7F,03-6875-6434,
リトルナップコーヒースタンド,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区代々木5-65-4,03-3466-0074,
リトルナップコーヒーロースターズ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区富ヶ谷2丁目43番15号,03-5738-8045,
Living　,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区富ヶ谷1-9-14堀口ビル102,080-4459-0011,
Lib,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区恵比寿1-25-112F,03-6459-3586,
Re:boot,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区本町2-39-2サワハウス1F,03-6826-9122,
RIMSHOT ETHEREAL,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区笹塚2-41-17滝沢ビルB1,03-6258-4643,
龍華園,飲食,外国料理,中国料理,渋谷区幡ヶ谷1-33-1シャトーフタバ2F,03-3467-2681,https://www.google.com/amp/s/www.hotpepper.jp/strJ001176546/amp/
Ryukyu Chinese Dining TAMA,飲食,居酒屋,居酒屋,渋谷区渋谷2-3-2藤本ビル　2F,03-3486-5577,
りゅうげつ,飲食,喫茶店・カフェ,その他,渋谷区恵比寿南1-2-12ブラウンベセルB1,03-5724-3729,
龍口酒家チャイナハウス,飲食,外国料理,中国料理,渋谷区幡ヶ谷1-3-1ゴールデンセンタービルB1,03-5388-8178,
Ryuda,飲食,日本料理,日本料理,渋谷区千駄ヶ谷4-29-12北参道ダイヤモンドパレス111,03-6804-6002,
料理店吉田,飲食,外国料理,フランス料理,渋谷区富ヶ谷1-14-12YTビル代々木公園1階,03-6240-6789,
料理人のいる魚屋ガシラ,飲食,日本料理,日本料理,渋谷区道玄坂1丁目19番5号,090-5219-0535,
利代,飲食,日本料理,そば・うどん,渋谷区代々木2-26-2第二桑野ビル1F,03-3320-8469,
麟,飲食,日本料理,小料理,渋谷区笹塚1-16-5酒井ビル一階,03-6407-0442,
リンコルン,飲食,外国料理,東南アジア料理,渋谷区富ヶ谷1-44-7サンライズビルB1F,03-6407-0039,
凛音,飲食,居酒屋,居酒屋,渋谷区恵比寿西1-8-13エムロード戸田3F,03-3496-9855,
りんりんりん。,飲食,居酒屋,ダイニング・バー,渋谷区初台1-36-11階C,080-4378-1443,
ル　スフレ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区代々木3-39-15代々木ヴィラージュ1F,03-6276-7820,
ル　ボークープ,飲食,外国料理,フランス料理,渋谷区上原3-10-3蒼天ビル1F,03-5738-7952,
ルクラビレッジbyHimalayaCurry,飲食,外国料理,無国籍料理,渋谷区千駄ヶ谷3-15-12,03-3408-1750,
ルサンプル,飲食,外国料理,フランス料理,渋谷区猿楽町5-10猿楽ISビル1階,03-6455-1392,
LUCIAN,飲食,外国料理,イタリア料理,渋谷区代々木2-5-1羽田ビル 1F,090-3206-3485,
LUCEROKARAOKE＆BAR,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区恵比寿南2-3-15ココスペース7F,050-3204-2130,https://lusero-karaokebar.business.site/?utm_source=gmb&utm_medium=referral
ルナエガット,飲食,外国料理,イタリア料理,渋谷区神泉町9番12号カサデチェーロ101号室,03-5990-4991,
Luna piena,飲食,外国料理,インド料理,渋谷区千駄ヶ谷4ー19ー12モンパルテ北参道 B1,080-5175-3664,
LE BISTRO,飲食,外国料理,フランス料理,,03-6635-1030,
ルプリュース広尾,飲食,外国料理,フランス料理,渋谷区広尾5-3-14T&Mビル2F,03-6721-7382,
ルポン恵比寿,飲食,居酒屋,居酒屋,渋谷区恵比寿西1-7-13日基ビル1F A号,03-6277-5866,
るるしぶや,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区桜丘町3-4渋谷サクラステージ　SAKURAサイド2F,03-6416-1722,
Le Comptoirル・コントワール渋谷店チーズ・ナチュラルワイン,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区宇田川町37-15,050-3551-3715,
REI,飲食,外国料理,中国料理,渋谷区元代々木町10-8関ビル1階,03-6416-8803,
麗郷,飲食,外国料理,その他,渋谷区富ヶ谷1-14-18ハウス池田 1F,03-3485-3052,
LATTEST OMOTESANDO Espresso Bar,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区神宮前3丁目5番2号EFビルディング1F,03-3478-6276,
和洋惣菜バル　Rain,飲食,居酒屋,居酒屋,渋谷区幡ヶ谷2-13-4幡ヶ谷中央ビル1階,090-6143-5230,
レインボーパンケーキ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区神宮前4-28-4,03-6434-0466,
レイスチームドバン,飲食,喫茶店・カフェ,その他,渋谷区西原3-1-4トライアングル1階,03-6451-5523,
レグリエ,飲食,外国料理,フランス料理,渋谷区広尾1-4-10鴻貴ビル1階,03-6450-4455,https://regulier-restaurant.com/
Les amis d'Ami,飲食,外国料理,無国籍料理,渋谷区広尾5-19-11U-Branch広尾,090-3346-1151,
REST,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区代々木3-6-7,03-5843-5580,
restaurant Goût,飲食,外国料理,フランス料理,渋谷区富ヶ谷2-14-6伸和ビル101,080-3084-0900,https://gout.therestaurant.jp/
レストランケン,飲食,日本料理,その他,渋谷区代々木1-45-7-1階,03-3375-9683,
レストランこうだ,飲食,日本料理,その他,渋谷区元代々木町49-23セブンスターマンション代々木八幡1F,03-3469-5519,
レストランコニシ,飲食,喫茶店・カフェ,その他,渋谷区広尾1-9-20日恵ビル,03-3449-8292,
レストランシェリュイ,飲食,外国料理,フランス料理,渋谷区猿楽町20-15,03-3461-0070,
レストランみのる,飲食,喫茶店・カフェ,その他,渋谷区千駄ヶ谷5-12-6,090-8048-3309,
Restaurant La Chambre,飲食,外国料理,フランス料理,渋谷区西原3-7-5渡部ビル2F,03-5738-1084,http://www.restaurant-lachambre2007.com/
レストラン　ル　ボヌール,飲食,外国料理,フランス料理,渋谷区富ヶ谷1-14-20代々木公園セレナビル1階,03-3467-6161,
レストラン　ル・リール,飲食,外国料理,イタリア料理,渋谷区千駄ヶ谷4-19-12モンパルテ北参道B1F,03-6447-4171,https://www.leverdurier.jp/lerire/
レタープレスレターズカンティーン,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区富ヶ谷2-20-2,03-6407-0015,
LAITIER(レティエ),飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区千駄ヶ谷1-22-7Sビル1F,03-6455-5262,
れんげ食堂　幡ケ谷店,飲食,外国料理,中国料理,渋谷区幡ヶ谷2-52-3,03-3374-2776,
LOCAVORE,飲食,外国料理,フランス料理,渋谷区上原1-35-6水上ビル1-C,03-5790-9918,https://www.instagram.com/locavore_uehara/
rogamasteak arcanum,飲食,ステーキ・焼肉,ステーキ,渋谷区円山町6-6,03-6416-9544,
ロク,飲食,外国料理,フランス料理,渋谷区代々木4-1-6山下荘1F,03-6276-8454,
六号酒場,飲食,居酒屋,ダイニング・バー,渋谷区幡ヶ谷2-9-12コートリーブル103,080-1134-3719,https://japanese-izakaya-restaurant-3510.business.site/
六調,飲食,居酒屋,ダイニング・バー,渋谷区渋谷1丁目12-24707渋谷ビル5階,050-3593-0608,
ロジェカフェ,飲食,外国料理,フランス料理,渋谷区恵比寿1-7-3協栄マンション201,03-3455-1700,
ROSTRO,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区富ヶ谷1-14-20サウスピア1階,03-5452-1450,
ロス・バルバドス,飲食,外国料理,その他,渋谷区宇田川町41-26パピエビル104,03-3496-7157,
ロスレイエスマーゴス,飲食,外国料理,スペイン料理,渋谷区代々木5-55-7,03-3469-8231,
ロッカビアンカ,飲食,外国料理,イタリア料理,渋谷区笹塚2-1-14スタープラザ笹塚1F,03-6883-4836,
ロックのこころ,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区宇田川町10-1パークビル3F,03-6712-7697,
ロティシェリュイ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区代官山町17-5代官山アドレスE203,03-5428-6448,
炉端座八戸,飲食,居酒屋,居酒屋,渋谷区笹塚3-18-8板垣ビル1F,03-3374-7722,
LOCUS,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区渋谷2-11-14ステージ青山　2階,03-6427-3426,
ローカルインディア恵比寿本店,飲食,外国料理,インド料理,渋谷区恵比寿南1-23-8アメリカンブリッジビル2階,03-3793-1656,
ワイストーキョー,飲食,その他(バー・クラブ・スナックなど),カフェバー,,090-9353-2108,https://www.instagram.com/wythetokyo/
Y`sC COFFEE STAND,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区代々木4-37-7YRビル1階,090-7836-7853,
"Wild,Bushy",飲食,その他(バー・クラブ・スナックなど),バー,渋谷区西原1-21-16パラスト西原105,090-9289-7614,
Wailele,飲食,居酒屋,ビアホール,渋谷区道玄坂1-7-8 新井ビル2F,070-6987-1981,https://cervezagym.hatenablog.com/
Y.Y.G. Brewery & Beer Kitchen,飲食,居酒屋,ビアホール,渋谷区代々木2-18-3オーチュー第一ビル1F/7F,03-6276-5550,
Wine食堂 久,飲食,居酒屋,ダイニング・バー,渋谷区幡ヶ谷2-56-1コーポラス幡ヶ谷101,03-3375-7252,https://www.instagram.com/winesyokudo9
ワイン酒場ウラッチェ!,飲食,居酒屋,ダイニング・バー,渋谷区円山町5-2第二伊藤ビル1階,03-3780-1557,
ワイン食堂がっと,飲食,外国料理,フランス料理,渋谷区円山町17-2久保木荘1階,03-3464-5568,
ワインバルRough,飲食,外国料理,フランス料理,渋谷区道玄坂2-17-2トップ美奄1階,03-6427-8684,
77696E65626172,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区富ヶ谷1-37-1ロナーYS ビル 1F,090-7206-0004,https://www.instagram.com/77696E65626172
Wine Bar entendu!,飲食,外国料理,フランス料理,渋谷区恵比寿西1-10-14バルビゾン88 9階,03-6303-3910,
Wine Bar ETSUBO,飲食,外国料理,イタリア料理,渋谷区恵比寿南2-13-14茶屋坂T&Kビル2F,03-6303-3435,
wine bar M,飲食,外国料理,フランス料理,渋谷区恵比寿西1-3-5アルス恵比寿メイクス2F,03-3464-1788,https://www.wine-m.jp
ワインビストロアンフォラ,飲食,外国料理,フランス料理,渋谷区千駄ヶ谷1-7-12 志水ビル2階,080-1879-2412,https://winebistro-amphora.com/
和幻　初台本店,飲食,日本料理,日本料理,渋谷区本町2-1-9アップルアイレジデンス1F,03-5309-2398,
WAGYUYAKINIKU IBUSANA,飲食,ステーキ・焼肉,焼肉,渋谷区代々木4-10-7小淵ビル1F,03-6304-2728,
ワゴンリ,飲食,居酒屋,ダイニング・バー,渋谷区宇田川町25-3 2階,03-3461-2521,
和食イノベーティブ「かさじま」,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区本町2-39-1,03-6304-2848,
和食おやまだ,飲食,日本料理,日本料理,渋谷区恵比寿南1-13-11ヴェール1F,03-6412-7566,
和食くずみ,飲食,日本料理,日本料理,渋谷区初台1丁目38番10号第2近江ビル1F,03-3376-0923,https://www.instagram.com/junichik10
和食と串揚げ六角亭,飲食,日本料理,とんかつ・串かつ,渋谷区恵比寿西1-36-51F,03-3780-4784,
和食処繁,飲食,日本料理,日本料理,渋谷区幡ヶ谷2-48-3,03-6300-5316,
和田丸,飲食,居酒屋,居酒屋,渋谷区円山町22-18　桃山コーポ2階,03-3496-3435,
和のかし巡,飲食,日本料理,その他,渋谷区上原3-2-1,03-5738-8050,
世界一のカキフライと肴　わぶ,飲食,日本料理,日本料理,渋谷区代々木2-19-12唐沢第二ビル1階,03-3379-2486,https://wabu.jp/?fbclid=PAAaZWnmSJWCEDFY-UxMO3gj0ZuvAvg_ykchoxX46Mj5CF07N5w8f_jBcMBJU
和楽,飲食,居酒屋,居酒屋,渋谷区神泉町10-2第五岡崎ビルB1,03-3461-7871,
Wonder YoYogi Park,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区富ヶ谷1-8-7飯島ビル2階,090-2385-8258,
One Trick Pony,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区道玄坂1-11-1第二大番ビル502,03-6455-2558,
ワールドフードラボ,飲食,外国料理,無国籍料理,渋谷区千駄ヶ谷5-23-2イノスビル1F,03-6273-2125,
YEBISU BAR STAND　恵比寿ガーデンプレイス店,飲食,居酒屋,ダイニング・バー,渋谷区恵比寿4-20-5恵比寿ガーデンプレイス エントランスパビリオン棟1階,03-4400-5165,
